ID,Name,RA,DEC,Obj. Type,Redshift,Host Name,Host Redshift,Reporting Group/s,Discovery Data Source/s,Classifying Group/s,Associated Group/s,Disc. Internal Name,Disc. Instrument/s,Class. Instrument/s,TNS AT,Public,End Prop. Period,Discovery Mag/Flux,Discovery Filter,Discovery Date (UT),Sender,Remarks,Ext. catalog/s
52196,SN 2020un,08:14:49.996,+49:08:20.35,SN Ia,0.08,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF20aafcgca,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.51,g-ZTF,2020-01-13 02:41:40.000,ZTF_AMPEL_NEW,,
52195,SN 2020um,10:54:58.563,-08:23:25.26,SN Ia,0.067,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadxcsc,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.57,g-ZTF,2020-01-05 11:42:05.000,ZTF_AMPEL_COMPLETE,,
52193,SN 2020uk,03:59:41.515,+26:35:19.92,SN Ia,0.067,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ePESSTO+,ATLAS; Pan-STARRS1; ZTF,ZTF20aaeszsm,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",ESO-NTT - EFOSC2-NTT,1,1,,19.26,r-ZTF,2020-01-12 03:52:28.000,ZTF_AMPEL_NEW,,
52169,SN 2020to,07:12:49.345,+46:16:52.19,SN Ia,0.06,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadvunl,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.83,g-ZTF,2020-01-07 10:37:09.000,ZTF_AMPEL_COMPLETE,,
52168,SN 2020tn,07:03:22.728,+33:00:49.87,SN Ia,0.06,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaevbvv,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.89,r-ZTF,2020-01-11 10:30:44.000,ZTF_AMPEL_NEW,,
52162,SN 2020ti,05:03:24.636,+05:24:11.99,SN Ia,0.061,WISEA J050324.57+052416.5,,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS","ZTF, None",ATLAS; ZTF,ZTF20aaetvkh,"ATLAS1 - ACAM1, P48 - ZTF-Cam","Lijiang-2.4m - YFOSC, P60 - SEDM",1,1,,18.5942,r-ZTF,2020-01-11 06:25:39.000,ALeRCE,,
52138,SN 2020sk,13:04:49.680,+10:45:35.32,SN Ia,0.087,,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF20aaevgyr,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.35,g-ZTF,2020-01-05 12:32:57.000,ZTF_AMPEL_COMPLETE,,
52132,SN 2020se,03:37:48.700,+03:16:19.56,SN Ia,0.031789,,,"ZTF, GaiaAlerts, ATLAS, Pan-STARRS1","ZTF, GaiaAlerts, ATLAS, Pan-STARRS1",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF20aaesewy,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.92,g-ZTF,2020-01-11 02:37:45.000,ZTF_AMPEL_NEW,,
51987,SN 2020qm,17:42:46.146,+51:11:46.11,SN Ia,0.051,,,ZTF,ZTF,ZTF,ZTF,ZTF20aaeipdz,P48 - ZTF-Cam,,1,1,,19.09,g-ZTF,2020-01-03 13:16:19.000,ZTF_Bot1,,
51971,SN 2020pz,03:39:39.520,+07:18:05.80,SN Ia,0.04717,,,"ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aaepsqa,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.6541,g-ZTF,2020-01-08 02:57:07.000,ZTF_CLU_PUBLIC,,
51970,SN 2020py,14:00:54.267,+45:28:21.57,SN Ia,0.0533,WISEA J140054.22+452739.2,0.053455,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaerxsd,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,20.2968,g-ZTF,2020-01-08 13:21:39.000,Reusch,,
51951,SN 2020pf,12:26:04.698,+12:27:35.73,SN Ia,0.095,,,"ZTF, Pan-STARRS1, ATLAS","ZTF, Pan-STARRS1, ATLAS",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF20aadxvfj,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,19.82,g-ZTF,2020-01-05 12:06:44.000,ZTF_AMPEL_NEW,,
51946,SN 2020pb,01:09:22.630,+21:43:26.72,SN Ia,0.06,,,"ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aaeopvv,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,19.1,g-ZTF,2020-01-08 02:33:33.000,ZTF_AMPEL_NEW,,
51944,SN 2020oz,00:49:56.266,+15:43:29.77,SN Ia,0.077,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aabbvcx,"ATLAS1 - ACAM1, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,18.78,g-ZTF,2020-01-08 02:33:33.000,ZTF_AMPEL_NEW,,
51913,SN 2020nv,12:17:04.287,+58:35:53.52,SN Ia,0.09,,,ZTF,ZTF,ZTF,ZTF,ZTF20aaawmxq,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.88,g-ZTF,2020-01-01 12:15:14.000,ZTF_AMPEL_COMPLETE,,
51912,SN 2020nu,10:51:54.384,+65:43:07.56,SN Ia,0.06,,,ZTF,ZTF,ZTF,ZTF,ZTF20aadyukn,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.69,g-ZTF,2020-01-07 11:55:32.000,ZTF_AMPEL_NEW,,
51909,SN 2020nr,10:22:52.976,+54:03:37.50,SN Ia,0.0629,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF20aacbtgq,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.16,r-ZTF,2020-01-04 10:51:00.000,ZTF_AMPEL_NEW,,
51889,SN 2020mx,08:45:18.531,+02:55:23.85,SN Ia,0.08,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aacwxut,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,20.72,g-ZTF,2020-01-01 11:08:39.000,ZTF_AMPEL_NEW,,
51880,SN 2020mo,22:33:24.029,+11:30:44.00,SN Ia,0.02,SDSS J223323.55+113045.0,0.022,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF20aadzwnu,P48 - ZTF-Cam,P60 - SEDM,1,1,,17.3154,r-ZTF,2020-01-06 02:38:03.000,ALeRCE,,
51824,SN 2020kt,14:37:08.175,+79:56:56.00,SN Ia,0.1,,,ZTF,ZTF,ZTF,ZTF,ZTF20aadcdzj,P48 - ZTF-Cam,P200 - DBSP,1,1,,19.93,g-ZTF,2020-01-02 12:53:20.000,ZTF_AMPEL_NEW,,
51821,SN 2020kq,17:06:03.669,+70:46:31.22,SN Ia,0.0513,,,ZTF,ZTF,ZTF,ZTF,ZTF20aabqisb,P48 - ZTF-Cam,APO-3.5m - DIS,1,1,,19.15,r-ZTF,2020-01-02 12:17:00.000,ZTF_AMPEL_NEW,,
51738,SN 2020ht,07:12:22.683,+60:50:43.47,SN Ia,0.065,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aaaxrad,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.24,g-ZTF,2020-01-01 11:22:07.000,ZTF_AMPEL_NEW,,
51736,SN 2020hr,09:18:29.702,+28:08:29.83,SN Ia,0.0821,,,"ZTF, ATLAS, YSE, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF20aaavvlv,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.56,r-ZTF,2020-01-01 10:20:28.000,ZTF_AMPEL_NEW,,TESS-Sector21
51642,SN 2020es,13:39:14.560,+38:59:46.28,SN Ia,0.080283,2MASX J13391444+3859393,0.080283,"ALeRCE, ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF20aadcitq,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,20.0413,g-ZTF,2020-01-04 12:53:22.000,ALeRCE,,
51636,SN 2020em,15:39:55.607,+21:38:34.67,SN Ia,0.03812,WISEA J153955.65+213835.9,0.03812,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadccel,"ATLAS1 - ACAM1, P48 - ZTF-Cam",,1,1,,18.2908,g-ZTF,2020-01-04 12:37:06.000,ALeRCE,,
51631,SN 2020eh,15:06:48.623,+08:44:40.84,SN Ia,0.04557,WISEA J150648.78+084439.7,0.045569,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acxqakw,"ATLAS1 - ACAM1, P48 - ZTF-Cam",Lick-3m - KAST,1,1,,18.5947,g-ZTF,2020-01-04 12:35:47.000,ALeRCE,,
51629,SN 2020ef,15:04:28.733,+08:21:41.75,SN Ia,0.08,SDSS J150428.71+082141.1,0.067,"ALeRCE, ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aadcbux,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.7082,g-ZTF,2020-01-04 12:35:47.000,ALeRCE,,
51619,SN 2020dv,02:29:39.849,-27:45:04.68,SN Ia,0.074,WISEA J022939.87-274504.8,,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aacexgb,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.8343,g-ZTF,2020-01-04 03:02:09.000,ALeRCE,,
51618,SN 2020du,01:21:57.460,+50:02:47.87,SN Ia,0.020888,UGC 00902,0.020888,"ALeRCE, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aacevxq,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.4082,g-ZTF,2020-01-04 02:59:16.000,ALeRCE,,
51600,SN 2020dg,12:15:37.805,+27:01:28.00,SN Ia,0.025584,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aabqdbo,"ATLAS1 - ACAM1, P48 - ZTF-Cam",,1,1,,19.1373,r-ZTF,2020-01-02 11:41:08.000,ZTF_CLU_PUBLIC,,
51597,SN 2020dd,16:44:52.511,+42:58:56.16,SN Ia,0.05847,WISEA J164453.20+425857.9,0.058561,"ALeRCE, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF20aacdfep,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.9401,g-ZTF,2020-01-03 13:12:52.000,ALeRCE,,
51546,SN 2020bm,14:44:32.595,+35:06:19.38,SN Ia,0.08,SDSS J144432.56+350619.7,0.213,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF20aabqjht,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.6291,r-ZTF,2020-01-02 12:23:45.000,ALeRCE,,
51543,SN 2020bj,16:58:25.350,+68:13:56.71,SN Ia,0.05,WISEA J165825.34+681357.4,,"ALeRCE, ZTF, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aabqiti,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,17.799,r-ZTF,2020-01-02 12:17:00.000,ALeRCE,,TESS-Sector21
51536,SN 2020bc,15:54:51.324,+30:01:31.12,SN Ia,0.08,SDSS J155451.64+300131.0,0.082,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF20aabqiiy,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.4518,r-ZTF,2020-01-02 12:13:43.000,ALeRCE,,
51529,SN 2020av,12:41:22.930,-11:09:20.99,SN Ia,0.047977,WISEA J124123.16-110919.6,0.047977,"ALeRCE, ATLAS, ZTF, Pan-STARRS1, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF20aabqbxm,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.3591,r-ZTF,2020-01-02 11:38:21.000,ALeRCE,,
51523,SN 2020ap,03:45:22.610,+04:16:13.15,SN Ia,0.048,SDSS J034522.64+041608.7,0.04,"ALeRCE, GaiaAlerts, ZTF","ZTF, GaiaAlerts",ZTF,GaiaAlerts; ZTF,ZTF20aabcouv,"Gaia - Gaia-photometric, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,18.8739,g-ZTF,2020-01-02 04:24:18.000,ALeRCE,,
51463,SN 2020L,09:37:57.467,+06:44:29.24,SN Ia,0.0617,WISEA J093757.32+064433.4,0.061762,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF20aaawbxl,"P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,18.7811,r-ZTF,2020-01-01 10:15:36.000,ALeRCE,,
51462,SN 2020K,09:50:06.510,+05:43:25.16,SN Ia,0.0924,SDSS J095006.51+054325.4,0.092,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF20aaawbkz,P48 - ZTF-Cam,LT - SPRAT,1,1,,18.9753,r-ZTF,2020-01-01 10:15:36.000,ALeRCE,,
51458,SN 2020G,01:37:12.230,+40:21:57.82,SN Ia,0.065,2MASX J01371161+4021533,,"ALeRCE, ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aaactgu,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,20.2123,r-ZTF,2020-01-01 03:38:16.000,ALeRCE,,
51456,SN 2020E,22:35:46.230,+44:52:56.46,SN Ia,0.06,WISEA J223546.89+445250.1,,"ALeRCE, ATLAS, GaiaAlerts","ZTF, ATLAS, GaiaAlerts",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF20aaaboph,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.1002,g-ZTF,2020-01-01 02:57:12.000,ALeRCE,,
55326,SN 2019aaby,07:14:48.589,+53:43:05.27,SN Ia,0.062406,,,ZTF,ZTF,ZTF,ZTF,ZTF19acmbhvv,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.07,r-ZTF,2019-10-22 11:49:55.200,ZTF_Bot1,,
51654,SN 2019zrq,04:08:38.310,+22:53:35.81,SN Ia,0.059,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19adbsfpf,"ATLAS1 - ACAM1, P48 - ZTF-Cam",APO-3.5m - DIS,1,1,,19.2,r-ZTF,2019-12-29 06:14:24.000,ZTF_Bot1,,
51651,SN 2019zro,07:31:01.375,+27:43:59.37,SN Ia,0.09,,,ZTF,ZTF,ZTF,ZTF,ZTF19adbricc,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.82,g-ZTF,2019-12-29 05:55:40.000,ZTF_Bot1,,
51563,SN 2019zrh,09:15:39.394,+14:19:23.03,SN Ia,0.074,,,ZTF,ZTF,ZTF,ZTF,ZTF19adcbpcj,P48 - ZTF-Cam,P60 - SEDM,1,1,,19.03,r-ZTF,2019-12-29 09:51:50.000,ZTF_Bot1,,
51562,SN 2019zrg,02:05:49.218,+27:50:44.91,SN Ia,0.06,,,ZTF,ZTF,ZTF,ZTF,ZTF19adbnfne,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.9,r-ZTF,2019-12-29 03:04:19.000,ZTF_Bot1,,
51103,SN 2019zcq,13:25:25.431,+13:25:08.61,SN Ia,0.0748,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19adcfsdr,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,18.19,g-ZTF,2019-12-29 13:07:47.000,ZTF_AMPEL_NEW,,
51077,SN 2019zbq,09:08:53.905,+55:19:08.21,SN Ia,0.0468,,,ZTF,ZTF,ZTF,ZTF,ZTF19adcdgca,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.49,r-ZTF,2019-12-29 10:44:59.000,ZTF_AMPEL_NEW,,
51070,SN 2019zbj,14:38:47.580,+50:06:09.79,SN Ia,0.0685,WISEA J143847.50+500610.8,0.068396,"ALeRCE, GaiaAlerts, ATLAS, ZTF","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF18aaizerg,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.7391,g-ZTF,2019-12-29 13:19:48.000,ALeRCE,,
51036,SN 2019zab,11:58:33.083,+30:39:24.24,SN Ia,0.0811,WISEA J115832.67+303921.9,0.081134,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19adcdzjm,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.6956,r-ZTF,2019-12-29 11:09:57.000,ALeRCE,,
51033,SN 2019yzy,10:41:51.243,+03:33:11.13,SN Ia,0.08,SDSS J104151.34+033310.5,0.085,"ALeRCE, ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19adcdrng,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.4955,r-ZTF,2019-12-29 11:00:57.000,ALeRCE,,
51032,SN 2019yzx,09:30:41.315,+21:27:21.19,SN Ia,0.057,SDSS J093041.44+212722.0,0.057,"ALeRCE, ZTF",ZTF,ePESSTO+,ZTF,ZTF19adcbxkw,P48 - ZTF-Cam,ESO-NTT - EFOSC2-NTT,1,1,,18.9074,r-ZTF,2019-12-29 10:59:31.000,ALeRCE,,
51017,SN 2019yzi,03:01:31.900,+16:40:52.93,SN Ia,0.031388,CGCG 463-047,0.031388,"ALeRCE, ZTF, GaiaAlerts, ATLAS","ZTF, GaiaAlerts, ATLAS","ePESSTO+, ZTF",ATLAS; GaiaAlerts; ZTF,ZTF19adbpulv,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam","ESO-NTT - EFOSC2-NTT, P60 - SEDM",1,1,,20.1802,g-ZTF,2019-12-29 05:08:58.000,ALeRCE,,
50936,SN 2019ywf,02:58:42.280,+32:34:22.84,SN Ia,0.039,,,"ZTF, ATLAS, GaiaAlerts, Pan-STARRS1","ZTF, ATLAS, GaiaAlerts, Pan-STARRS1",None,ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19adbnlki,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1",Lijiang-2.4m - YFOSC,1,1,,18.33,r-ZTF,2019-12-29 03:13:14.000,ZTF_AMPEL_NEW,,
50932,SN 2019ywb,00:08:51.665,+22:38:02.84,SN Ia,0.09,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19adbmewx,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,18.96,g-ZTF,2019-12-29 02:23:00.000,ZTF_AMPEL_NEW,,
49872,SN 2019xhh,12:29:08.935,+03:42:25.37,SN Ia,0.07,SDSS J122908.81+034216.9,0.069,"ALeRCE, ATLAS, ZTF, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19adbfhal,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",P60 - SEDM,1,1,,18.6641,g-ZTF,2019-12-21 11:57:58.000,ALeRCE,,
49836,SN 2019xfx,02:24:13.180,-10:30:15.34,SN Ia,0.053,SDSS J022413.05-103015.7,0.056,"ALeRCE, ATLAS, Pan-STARRS1, ZTF, GaiaAlerts","ZTF, ATLAS, Pan-STARRS1, GaiaAlerts","SCAT, ZTF",ATLAS; GaiaAlerts; Pan-STARRS1; ZTF,ZTF19adalouc,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam, PS1 - GPC1","P60 - SEDM, UH88 - SNIFS",1,1,,19.4377,g-ZTF,2019-12-20 03:03:14.000,ALeRCE,,
49779,SN 2019xds,04:15:40.182,-05:55:06.18,SN Ia,0.095,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",ZTF,ATLAS; Pan-STARRS1; ZTF,ZTF19acyqdxa,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.2,g-ZTF,2019-12-20 05:12:08.000,ZTF_AMPEL_NEW,,
49748,SN 2019xco,04:51:01.353,+07:38:55.93,SN Ia,0.08,WISEA J045101.67+073902.8,,"ALeRCE, ZTF, Pan-STARRS1","ZTF, Pan-STARRS1",ZTF,Pan-STARRS1; ZTF,ZTF19aczrmvs,"P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.568,g-ZTF,2019-12-19 05:17:51.000,ALeRCE,,
49744,SN 2019xck,06:28:16.825,+23:36:30.93,SN Ia,0.035,WISEA J062816.36+233627.6,,"ALeRCE, ATLAS","ZTF, ATLAS",ePESSTO+,ATLAS; ZTF,ZTF19aczeomw,"ATLAS1 - ACAM1, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,19.3648,g-ZTF,2019-12-19 09:51:42.000,ALeRCE,,
49743,SN 2019xcj,07:31:54.600,+35:37:09.97,SN Ia,0.09,GALEXASC J073154.61+353708.2,,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19adafqoe,P48 - ZTF-Cam,LT - SPRAT,1,1,,19.9145,g-ZTF,2019-12-19 09:54:25.000,ALeRCE,,
49730,SN 2019xbw,11:31:50.623,+44:53:43.94,SN Ia,0.123,WISEA J113151.95+445342.4,0.123023,ALeRCE,ZTF,TCD,ZTF,ZTF19adakcrw,P48 - ZTF-Cam,LT - SPRAT,1,1,,20.3502,r-ZTF,2019-12-19 12:12:07.000,ALeRCE,,
49728,SN 2019xbu,15:51:50.543,+52:09:06.29,SN Ia,0.05,SDSS J155150.38+520905.7,0.085,"ALeRCE, ZTF",ZTF,ZTF,ZTF,ZTF19adajqcq,P48 - ZTF-Cam,P60 - SEDM,1,1,,18.816,r-ZTF,2019-12-19 12:22:08.000,ALeRCE,,
49725,SN 2019xbr,14:47:28.710,+29:32:12.44,SN Ia,0.07,SDSS J144728.68+293212.5,0.13,"ALeRCE, GaiaAlerts, ZTF, ATLAS","ZTF, GaiaAlerts, ATLAS",ZTF,ATLAS; GaiaAlerts; ZTF,ZTF19adajqwl,"ATLAS1 - ACAM1, Gaia - Gaia-photometric, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.343,r-ZTF,2019-12-19 12:24:46.000,ALeRCE,,
49722,SN 2019xbo,11:44:20.222,-17:25:34.23,SN Ia,0.075,WISEA J114419.79-172540.7,0.074685,"ALeRCE, ATLAS, ZTF","ZTF, ATLAS",TCD,ATLAS; ZTF,ZTF19adajqsp,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.1059,r-ZTF,2019-12-19 12:27:36.000,ALeRCE,,
49716,SN 2019xbi,10:25:22.198,+11:07:14.47,SN Ia,0.095,,,"ZTF, ATLAS, Pan-STARRS1, MASTER","ZTF, ATLAS, Pan-STARRS1, MASTER",ZTF,ATLAS; MASTER; Pan-STARRS1; ZTF,ZTF19adajivt,"ATLAS1 - ACAM1, Other - Other, P48 - ZTF-Cam, PS1 - GPC1",LT - SPRAT,1,1,,19.6,r-ZTF,2019-12-19 12:05:55.000,ZTF_AMPEL_NEW,,
49714,SN 2019xbg,10:33:08.332,-22:11:21.36,SN Ia,0.08,,,"ZTF, ATLAS","ZTF, ATLAS",ePESSTO+,ATLAS; ZTF,ZTF19adaiyud,"ATLAS1 - ACAM1, P48 - ZTF-Cam",ESO-NTT - EFOSC2-NTT,1,1,,19.41,r-ZTF,2019-12-19 12:01:11.000,ZTF_AMPEL_NEW,,
49713,SN 2019xbf,11:07:58.931,+00:22:54.74,SN Ia,0.0669,,,"ZTF, ATLAS, Pan-STARRS1","ZTF, ATLAS, Pan-STARRS1",SCAT,ATLAS; Pan-STARRS1; ZTF,ZTF19adaiyrd,"ATLAS1 - ACAM1, P48 - ZTF-Cam, PS1 - GPC1",UH88 - SNIFS,1,1,,18.75,r-ZTF,2019-12-19 12:03:49.000,ZTF_AMPEL_NEW,,
49705,SN 2019xax,15:57:11.615,+34:31:31.46,SN Ia,0.0311,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF18aaqvuhl,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,17.53,g-ZTF,2019-12-14 13:37:54.000,ZTF_AMPEL_NEW,,
49702,SN 2019xau,10:53:55.801,+79:09:13.34,SN Ia,0.04,,,ZTF,ZTF,ZTF,ZTF,ZTF19acytcoi,P48 - ZTF-Cam,LT - SPRAT,1,1,,18.39,r-ZTF,2019-12-16 10:21:57.000,ZTF_AMPEL_NEW,,
49700,SN 2019xas,04:25:30.177,+11:53:27.81,SN Ia,0.073,,,"ZTF, ATLAS","ZTF, ATLAS",C-SNAILS,ATLAS; ZTF,ZTF19acypppb,"ATLAS1 - ACAM1, P48 - ZTF-Cam",LT - SPRAT,1,1,,19.8,r-ZTF,2019-12-16 05:54:04.000,ZTF_AMPEL_NEW,,
49697,SN 2019xap,06:44:55.709,+45:42:06.57,SN Ia,0.069,,,"ZTF, ATLAS","ZTF, ATLAS",ZTF,ATLAS; ZTF,ZTF19acygjgx,"ATLAS1 - ACAM1, P48 - ZTF-Cam",P60 - SEDM,1,1,,19.47,r-ZTF,2019-12-13 07:20:40.000,ZTF_AMPEL_COMPLETE,,
